year,country,energy_production,energy_consumption,co2_emission,balance,eficiency,co2_pc,energy_type
2000-01-01,India,1.507,4.709,268.0,-3.202,177.862,0.0,3
2000-01-01,India,0.743,0.743,41.267,0.0,55.534,0.0,2
2000-01-01,India,5.396,5.727,542.503,-0.33,100.529,0.001,4
2001-01-01,India,0.8,0.859,0.0,-0.06,0.0,0.0,0
2001-01-01,India,0.221,0.221,0.0,0.0,0.0,0.0,1
2001-01-01,India,1.511,4.71,286.0,-3.199,189.252,0.0,3
2001-01-01,India,0.733,0.733,39.426,0.0,53.797,0.0,2
2001-01-01,India,5.641,5.897,560.542,-0.256,99.363,0.001,4
2002-01-01,India,0.739,0.812,0.0,-0.072,0.0,0.0,0
2002-01-01,India,0.215,0.215,0.0,0.0,0.0,0.0,1
2002-01-01,India,1.583,4.873,293.0,-3.29,185.075,0.0,3
2002-01-01,India,0.952,0.952,38.884,0.0,40.83,0.0,2
2002-01-01,India,5.879,6.147,575.826,-0.268,97.943,0.001,4
2003-01-01,India,0.87,0.922,0.0,-0.053,0.0,0.0,0
2003-01-01,India,0.198,0.198,0.0,0.0,0.0,0.0,1
2003-01-01,India,1.585,5.019,302.0,-3.434,190.535,0.0,3
2003-01-01,India,0.997,1.002,50.527,-0.005,50.686,0.0,2
2003-01-01,India,6.241,6.328,601.319,-0.087,96.351,0.001,4
2004-01-01,India,0.966,1.031,0.0,-0.065,0.0,0.0,0
2004-01-01,India,0.182,0.182,0.0,0.0,0.0,0.0,1
2004-01-01,India,1.634,5.234,302.0,-3.6,184.779,0.0,3
2004-01-01,India,1.03,1.13,53.147,-0.1,51.612,0.0,2
2004-01-01,India,6.62,7.022,616.316,-0.402,93.105,0.001,4
2005-01-01,India,1.155,1.229,0.0,-0.074,0.0,0.0,0
2005-01-01,India,0.191,0.191,0.0,0.0,0.0,0.0,1
2005-01-01,India,1.583,5.236,325.0,-3.653,205.313,0.0,3
2005-01-01,India,1.092,1.319,59.961,-0.227,54.918,0.0,2
2005-01-01,India,7.026,7.456,684.938,-0.429,97.481,0.001,4
2006-01-01,India,1.31,1.429,0.0,-0.119,0.0,0.0,0
2006-01-01,India,0.19,0.19,0.0,0.0,0.0,0.0,1
2006-01-01,India,1.638,5.688,321.0,-4.049,195.913,0.0,3
2006-01-01,India,1.125,1.423,69.967,-0.299,62.21,0.0,2
2006-01-01,India,7.424,7.992,727.616,-0.568,98.003,0.001,4
2007-01-01,India,1.4,1.535,0.0,-0.135,0.0,0.0,0
2007-01-01,India,0.192,0.192,0.0,0.0,0.0,0.0,1
2007-01-01,India,1.637,6.067,349.0,-4.431,213.25,0.0,3
2007-01-01,India,1.155,1.548,75.515,-0.394,65.397,0.0,2
2007-01-01,India,7.887,8.757,784.072,-0.87,99.409,0.001,4
2008-01-01,India,1.382,1.455,0.0,-0.073,0.0,0.0,0
2008-01-01,India,0.161,0.161,0.0,0.0,0.0,0.0,1
2008-01-01,India,1.64,6.274,373.0,-4.634,227.469,0.0,3
2008-01-01,India,1.191,1.615,82.146,-0.425,68.996,0.0,2
2008-01-01,India,8.103,9.605,858.359,-1.502,105.932,0.001,4
2009-01-01,India,1.399,1.467,0.0,-0.068,0.0,0.0,0
2009-01-01,India,0.18,0.18,0.0,0.0,0.0,0.0,1
2009-01-01,India,1.609,6.408,387.0,-4.799,240.501,0.0,3
2009-01-01,India,1.505,2.003,85.705,-0.499,56.966,0.0,2
2009-01-01,India,8.186,10.74,932.626,-2.554,113.935,0.001,4
2010-01-01,India,1.45,1.497,0.0,-0.047,0.0,0.0,0
2010-01-01,India,0.251,0.251,0.0,0.0,0.0,0.0,1
2010-01-01,India,1.765,6.596,402.0,-4.831,227.744,0.0,3
2010-01-01,India,1.935,2.428,106.279,-0.493,54.917,0.0,2
2010-01-01,India,8.619,11.43,1038.27,-2.812,120.469,0.001,4
2011-01-01,India,1.695,1.753,0.0,-0.057,0.0,0.0,0
2011-01-01,India,0.354,0.354,0.0,0.0,0.0,0.0,1
2011-01-01,India,1.827,6.674,417.0,-4.846,228.184,0.0,3
2011-01-01,India,1.761,2.41,128.81,-0.649,73.157,0.0,2
2011-01-01,India,8.787,11.923,1101.798,-3.136,125.389,0.001,4
2012-01-01,India,1.59,1.672,0.0,-0.082,0.0,0.0,0
2012-01-01,India,0.363,0.363,0.0,0.0,0.0,0.0,1
2012-01-01,India,1.824,7.058,422.0,-5.234,231.4,0.0,3
2012-01-01,India,1.542,2.244,127.851,-0.703,82.921,0.0,2
2012-01-01,India,8.958,12.932,1151.573,-3.975,128.555,0.001,4
2013-01-01,India,1.866,1.942,0.0,-0.076,0.0,0.0,0
2013-01-01,India,0.368,0.368,0.0,0.0,0.0,0.0,1
2013-01-01,India,1.807,7.138,449.0,-5.331,248.45,0.0,3
2013-01-01,India,1.299,1.976,119.083,-0.678,91.704,0.0,2
2013-01-01,India,9.066,13.443,1251.811,-4.377,138.081,0.001,4
2014-01-01,India,1.895,1.984,0.0,-0.088,0.0,0.0,0
2014-01-01,India,0.404,0.404,0.0,0.0,0.0,0.0,1
2014-01-01,India,1.793,7.362,454.0,-5.569,253.148,0.0,3
2014-01-01,India,1.212,1.933,104.861,-0.72,86.485,0.0,2
2014-01-01,India,9.258,14.953,1300.673,-5.696,140.495,0.001,4
2015-01-01,India,1.812,1.872,0.0,-0.061,0.0,0.0,0
2015-01-01,India,0.421,0.421,0.0,0.0,0.0,0.0,1
2015-01-01,India,1.772,7.968,472.0,-6.196,266.32,0.0,3
2015-01-01,India,1.155,1.869,102.548,-0.714,88.771,0.0,2
2015-01-01,India,9.898,15.05,1447.309,-5.152,146.222,0.001,4
2016-01-01,India,2.011,2.093,0.0,-0.082,0.0,0.0,0
2016-01-01,India,0.423,0.423,0.0,0.0,0.0,0.0,1
2016-01-01,India,1.735,8.756,512.0,-7.021,295.059,0.0,3
2016-01-01,India,1.143,2.036,99.155,-0.893,86.73,0.0,2
2016-01-01,India,10.624,14.792,1452.343,-4.167,136.702,0.001,4
2017-01-01,India,2.227,2.311,0.0,-0.084,0.0,0.0,0
2017-01-01,India,0.421,0.421,0.0,0.0,0.0,0.0,1
2017-01-01,India,1.744,9.087,568.811,-7.343,326.218,0.0,3
2017-01-01,India,1.166,2.132,108.029,-0.965,92.641,0.0,2
2017-01-01,India,10.98,15.513,1432.238,-4.533,130.44,0.001,4
2018-01-01,India,2.51,2.599,0.0,-0.089,0.0,0.0,0
2018-01-01,India,0.427,0.427,0.0,0.0,0.0,0.0,1
2018-01-01,India,1.707,9.532,584.326,-7.825,342.317,0.0,3
2018-01-01,India,1.178,2.29,113.094,-1.112,96.006,0.0,2
2018-01-01,India,11.705,16.35,1502.149,-4.645,128.33,0.001,4
2019-01-01,India,2.85,2.866,0.0,-0.016,0.0,0.0,0
2019-01-01,India,0.492,0.492,0.0,0.0,0.0,0.0,1
2019-01-01,India,1.619,9.813,597.808,-8.194,369.306,0.0,3
2019-01-01,India,1.158,2.347,121.482,-1.189,104.899,0.0,2
2019-01-01,India,11.666,16.265,1589.042,-4.599,136.208,0.001,4
1980-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1980-01-01,Kuwait,0.255,0.255,0.0,0.0,0.0,0.0,2
1980-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1980-01-01,Kuwait,3.735,0.226,0.0,3.508,0.0,0.0,3
1981-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1981-01-01,Kuwait,0.105,0.105,13.554,0.0,129.458,0.009,2
1981-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1981-01-01,Kuwait,2.523,0.247,15.28,2.277,6.055,0.011,3
1982-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1982-01-01,Kuwait,1.84,0.251,17.0,1.589,9.24,0.011,3
1982-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1982-01-01,Kuwait,0.105,0.105,5.555,0.0,53.057,0.004,2
1983-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1983-01-01,Kuwait,2.384,0.262,17.0,2.122,7.132,0.011,3
1983-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1983-01-01,Kuwait,0.13,0.13,5.555,0.0,42.788,0.004,2
1984-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1984-01-01,Kuwait,2.609,0.256,18.0,2.353,6.898,0.011,3
1984-01-01,Kuwait,0.151,0.151,6.888,0.0,45.688,0.004,2
1984-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1985-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1985-01-01,Kuwait,2.293,0.258,17.0,2.035,7.415,0.01,3
1985-01-01,Kuwait,0.147,0.147,7.999,0.0,54.573,0.005,2
1985-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1986-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1986-01-01,Kuwait,0.181,0.2,7.777,-0.019,42.936,0.004,2
1986-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1986-01-01,Kuwait,3.181,0.252,17.0,2.929,5.344,0.009,3
1987-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1987-01-01,Kuwait,3.571,0.239,18.0,3.331,5.041,0.009,3
1987-01-01,Kuwait,0.196,0.297,10.61,-0.102,54.192,0.005,2
1987-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1988-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1988-01-01,Kuwait,3.386,0.253,17.0,3.133,5.021,0.008,3
1988-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1988-01-01,Kuwait,0.241,0.367,15.776,-0.127,65.513,0.008,2
1989-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1989-01-01,Kuwait,0.302,0.435,19.498,-0.133,64.663,0.009,2
1989-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1989-01-01,Kuwait,4.014,0.26,17.0,3.755,4.235,0.008,3
1990-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1990-01-01,Kuwait,0.155,0.229,23.053,-0.074,148.805,0.011,2
1990-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1990-01-01,Kuwait,2.639,0.178,18.0,2.461,6.821,0.009,3
1991-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1991-01-01,Kuwait,0.019,0.019,12.143,0.0,644.338,0.006,2
1991-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1991-01-01,Kuwait,0.411,0.196,12.0,0.214,29.224,0.006,3
1992-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1992-01-01,Kuwait,2.346,0.253,13.0,2.092,5.542,0.007,3
1992-01-01,Kuwait,0.097,0.097,1.0,0.0,10.322,0.001,2
1992-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1993-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1993-01-01,Kuwait,0.2,0.2,5.14,0.0,25.647,0.003,2
1993-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1993-01-01,Kuwait,4.084,0.275,17.0,3.809,4.162,0.01,3
1994-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1994-01-01,Kuwait,4.507,0.35,19.0,4.156,4.216,0.011,3
1994-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1994-01-01,Kuwait,0.221,0.221,10.633,0.0,48.169,0.006,2
1995-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1995-01-01,Kuwait,4.592,0.369,25.0,4.223,5.445,0.016,3
1995-01-01,Kuwait,0.221,0.221,11.712,0.0,53.057,0.007,2
1995-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1996-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1996-01-01,Kuwait,0.221,0.221,11.712,0.0,53.057,0.007,2
1996-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1996-01-01,Kuwait,4.598,0.405,27.0,4.193,5.872,0.017,3
1997-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1997-01-01,Kuwait,4.505,0.456,30.0,4.049,6.66,0.018,3
1997-01-01,Kuwait,0.343,0.343,11.712,0.0,34.169,0.007,2
1997-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1998-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1998-01-01,Kuwait,4.683,0.513,34.0,4.17,7.261,0.019,3
1998-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
1998-01-01,Kuwait,0.333,0.333,18.186,0.0,54.648,0.01,2
1999-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
1999-01-01,Kuwait,4.277,0.598,38.0,3.679,8.884,0.019,3
1999-01-01,Kuwait,0.319,0.319,17.656,0.0,55.267,0.009,2
1999-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,4
2000-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
2000-01-01,Kuwait,4.681,0.47,39.0,4.211,8.332,0.019,3
2000-01-01,Kuwait,0.355,0.355,16.95,0.0,47.751,0.008,2
2000-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,4
2001-01-01,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0
2001-01-01,Kuwait,0.314,0.314,18.833,0.0,59.923,0.009,2
2001-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,4
2001-01-01,Kuwait,4.5,0.528,40.0,3.972,8.889,0.019,3
2002-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2002-01-01,Kuwait,4.285,0.593,40.0,3.691,9.335,0.019,3
2002-01-01,Kuwait,0.296,0.296,16.675,0.0,56.373,0.008,2
2002-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,4
2003-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2003-01-01,Kuwait,0.336,0.336,15.694,0.0,46.643,0.007,2
2003-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,4
2003-01-01,Kuwait,4.805,0.628,39.0,4.178,8.116,0.018,3
2004-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2004-01-01,Kuwait,0.359,0.359,17.852,0.0,49.775,0.008,2
2004-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,4
2004-01-01,Kuwait,5.348,0.644,44.0,4.703,8.228,0.02,3
2005-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2005-01-01,Kuwait,5.665,0.716,47.0,4.949,8.297,0.021,3
2005-01-01,Kuwait,0.455,0.455,19.029,0.0,41.841,0.008,2
2005-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,4
2006-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2006-01-01,Kuwait,0.459,0.459,24.13,0.0,52.586,0.01,2
2006-01-01,Kuwait,0.0,0.0,0.001,-0.0,0.0,0.0,4
2006-01-01,Kuwait,5.678,0.704,51.0,4.974,8.982,0.021,3
2007-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2007-01-01,Kuwait,5.539,0.79,51.0,4.749,9.208,0.02,3
2007-01-01,Kuwait,0.446,0.446,24.345,0.0,54.596,0.01,2
2007-01-01,Kuwait,0.0,0.0,0.002,-0.0,0.0,0.0,4
2008-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2008-01-01,Kuwait,5.823,0.857,39.0,4.966,6.698,0.015,3
2008-01-01,Kuwait,0.0,0.0,0.002,-0.0,0.0,0.0,4
2008-01-01,Kuwait,0.47,0.47,23.659,0.0,50.383,0.009,2
2009-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2009-01-01,Kuwait,5.303,0.964,53.0,4.339,9.995,0.019,3
2009-01-01,Kuwait,0.425,0.458,24.914,-0.033,58.649,0.009,2
2009-01-01,Kuwait,0.0,0.0,0.001,-0.0,0.0,0.0,4
2010-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2010-01-01,Kuwait,5.201,0.864,60.0,4.337,11.536,0.02,3
2010-01-01,Kuwait,0.434,0.537,24.285,-0.103,55.978,0.008,2
2010-01-01,Kuwait,0.0,0.0,0.002,-0.0,0.0,0.0,4
2011-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2011-01-01,Kuwait,0.5,0.628,28.491,-0.128,56.938,0.009,2
2011-01-01,Kuwait,0.0,0.001,0.003,-0.001,0.0,0.0,4
2011-01-01,Kuwait,5.755,0.839,59.653,4.916,10.366,0.019,3
2012-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2012-01-01,Kuwait,6.017,0.83,57.592,5.187,9.572,0.017,3
2012-01-01,Kuwait,0.574,0.672,33.33,-0.098,58.101,0.01,2
2012-01-01,Kuwait,0.0,0.006,0.051,-0.006,0.0,0.0,4
2013-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2013-01-01,Kuwait,6.033,0.855,56.907,5.178,9.433,0.016,3
2013-01-01,Kuwait,0.0,0.006,0.532,-0.006,0.0,0.0,4
2013-01-01,Kuwait,0.603,0.684,35.635,-0.081,59.087,0.01,2
2014-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2014-01-01,Kuwait,0.556,0.678,36.275,-0.122,65.279,0.01,2
2014-01-01,Kuwait,0.0,0.009,0.589,-0.009,0.0,0.0,4
2014-01-01,Kuwait,6.016,0.89,59.161,5.125,9.834,0.016,3
2015-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2015-01-01,Kuwait,6.329,0.894,55.623,5.436,8.788,0.015,3
2015-01-01,Kuwait,0.625,0.773,35.977,-0.148,57.544,0.009,2
2015-01-01,Kuwait,0.0,0.009,0.811,-0.009,0.0,0.0,4
2016-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2016-01-01,Kuwait,0.639,0.823,41.018,-0.184,64.158,0.01,2
2016-01-01,Kuwait,0.0,0.008,0.847,-0.008,0.0,0.0,4
2016-01-01,Kuwait,6.609,0.865,57.39,5.745,8.683,0.015,3
2017-01-01,Kuwait,0.0,0.0,0.0,-0.0,0.0,0.0,0
2017-01-01,Kuwait,0.632,0.803,43.671,-0.17,69.062,0.011,2
2017-01-01,Kuwait,0.0,0.006,0.778,-0.006,0.0,0.0,4
2017-01-01,Kuwait,6.417,0.813,52.46,5.604,8.175,0.013,3
2018-01-01,Kuwait,0.001,0.001,0.0,-0.0,0.0,0.0,0
2018-01-01,Kuwait,0.656,0.806,42.59,-0.15,64.948,0.01,2
2018-01-01,Kuwait,0.0,0.008,0.534,-0.008,0.0,0.0,4
2018-01-01,Kuwait,6.491,0.83,47.69,5.661,7.347,0.012,3
2019-01-01,Kuwait,0.0,0.001,0.0,-0.0,0.0,0.0,0
2019-01-01,Kuwait,6.402,0.701,49.385,5.701,7.714,0.012,3
2019-01-01,Kuwait,0.0,0.006,0.746,-0.006,0.0,0.0,4
2019-01-01,Kuwait,0.721,0.899,42.758,-0.178,59.273,0.01,2
1980-01-01,Iraq,0.007,0.007,0.0,0.0,0.0,0.0,0
1980-01-01,Iraq,5.378,0.457,0.0,4.921,0.0,0.0,3
1980-01-01,Iraq,0.065,0.065,0.0,0.0,0.0,0.0,2
1980-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1981-01-01,Iraq,0.007,0.007,0.0,0.0,0.0,0.0,0
1981-01-01,Iraq,2.132,0.45,30.748,1.682,14.422,0.002,3
1981-01-01,Iraq,0.024,0.024,3.444,0.0,143.022,0.0,2
1981-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1982-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1982-01-01,Iraq,0.025,0.025,1.278,0.0,50.846,0.0,2
1982-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1982-01-01,Iraq,2.158,0.431,30.0,1.727,13.902,0.002,3
1983-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1983-01-01,Iraq,0.019,0.019,1.333,0.0,70.742,0.0,2
1983-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1983-01-01,Iraq,2.143,0.525,29.0,1.618,13.532,0.002,3
1984-01-01,Iraq,2.583,0.506,36.0,2.077,13.936,0.002,3
1984-01-01,Iraq,0.021,0.021,1.0,0.0,47.751,0.0,2
1984-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1984-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1985-01-01,Iraq,3.06,0.542,34.0,2.518,11.11,0.002,3
1985-01-01,Iraq,0.024,0.024,1.111,0.0,46.136,0.0,2
1985-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1985-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1986-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1986-01-01,Iraq,3.606,0.586,36.0,3.02,9.983,0.002,3
1986-01-01,Iraq,0.047,0.028,1.278,0.019,27.118,0.0,2
1986-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1987-01-01,Iraq,4.432,0.594,42.0,3.837,9.477,0.003,3
1987-01-01,Iraq,0.138,0.037,1.5,0.102,10.852,0.0,2
1987-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1987-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1988-01-01,Iraq,0.007,0.007,0.0,0.0,0.0,0.0,0
1988-01-01,Iraq,0.211,0.092,1.944,0.119,9.193,0.0,2
1988-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1988-01-01,Iraq,5.751,0.668,41.0,5.083,7.129,0.002,3
1989-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1989-01-01,Iraq,6.24,0.726,46.0,5.514,7.372,0.003,3
1989-01-01,Iraq,0.225,0.092,4.888,0.133,21.716,0.0,2
1989-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1990-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1990-01-01,Iraq,4.381,0.828,50.0,3.553,11.412,0.003,3
1990-01-01,Iraq,0.155,0.081,4.888,0.074,31.547,0.0,2
1990-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1991-01-01,Iraq,0.003,0.003,0.0,0.0,0.0,0.0,0
1991-01-01,Iraq,0.648,0.555,57.0,0.093,87.975,0.003,3
1991-01-01,Iraq,0.041,0.041,4.277,0.0,104.752,0.0,2
1991-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1992-01-01,Iraq,0.905,0.724,39.0,0.181,43.075,0.002,3
1992-01-01,Iraq,0.106,0.106,2.166,0.0,20.487,0.0,2
1992-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1992-01-01,Iraq,0.007,0.007,0.0,0.0,0.0,0.0,0
1993-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1993-01-01,Iraq,1.111,0.862,52.0,0.249,46.813,0.003,3
1993-01-01,Iraq,0.094,0.094,5.611,0.0,59.506,0.0,2
1993-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1994-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1994-01-01,Iraq,0.117,0.117,5.002,0.0,42.683,0.0,2
1994-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1994-01-01,Iraq,1.205,0.978,61.0,0.228,50.602,0.003,3
1995-01-01,Iraq,1.229,1.004,71.0,0.225,57.757,0.004,3
1995-01-01,Iraq,0.117,0.117,6.218,0.0,53.052,0.0,2
1995-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1995-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1996-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1996-01-01,Iraq,1.264,0.998,71.0,0.266,56.162,0.003,3
1996-01-01,Iraq,0.12,0.12,6.219,0.0,51.911,0.0,2
1996-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1997-01-01,Iraq,2.485,0.92,71.0,1.566,28.566,0.003,3
1997-01-01,Iraq,0.113,0.113,6.356,0.0,56.362,0.0,2
1997-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1997-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1998-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
1998-01-01,Iraq,0.109,0.109,5.983,0.0,54.855,0.0,2
1998-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1998-01-01,Iraq,4.591,0.937,63.0,3.654,13.722,0.003,3
1999-01-01,Iraq,5.351,0.947,65.0,4.404,12.147,0.003,3
1999-01-01,Iraq,0.118,0.118,5.787,0.0,49.219,0.0,2
1999-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
1999-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
2000-01-01,Iraq,5.5,0.886,67.0,4.614,12.182,0.003,3
2000-01-01,Iraq,0.116,0.116,6.238,0.0,53.562,0.0,2
2000-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
2000-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
2001-01-01,Iraq,0.006,0.006,0.0,0.0,0.0,0.0,0
2001-01-01,Iraq,5.109,0.914,66.0,4.195,12.919,0.003,3
2001-01-01,Iraq,0.102,0.102,6.18,0.0,60.554,0.0,2
2001-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
2002-01-01,Iraq,4.329,0.948,71.0,3.381,16.4,0.003,3
2002-01-01,Iraq,0.087,0.087,5.414,0.0,62.049,0.0,2
2002-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
2002-01-01,Iraq,0.005,0.005,0.0,0.0,0.0,0.0,0
2003-01-01,Iraq,0.004,0.004,0.0,0.0,0.0,0.0,0
2003-01-01,Iraq,2.799,0.774,73.0,2.025,26.081,0.003,3
2003-01-01,Iraq,0.041,0.041,4.63,0.0,113.831,0.0,2
2003-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
2004-01-01,Iraq,0.005,0.009,0.0,-0.004,0.0,0.0,0
2004-01-01,Iraq,4.309,0.939,68.0,3.369,15.783,0.003,3
2004-01-01,Iraq,0.065,0.065,2.158,0.0,33.35,0.0,2
2004-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
2005-01-01,Iraq,4.013,0.981,73.0,3.031,18.193,0.003,3
2005-01-01,Iraq,0.054,0.054,3.433,0.0,64.034,0.0,2
2005-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
2005-01-01,Iraq,0.059,0.064,0.0,-0.004,0.0,0.0,0
2006-01-01,Iraq,0.06,0.069,0.0,-0.009,0.0,0.0,0
2006-01-01,Iraq,4.268,0.942,78.0,3.326,18.276,0.003,3
2006-01-01,Iraq,0.067,0.067,2.845,0.0,42.74,0.0,2
2006-01-01,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,4
2007-01-01,Iraq,4.453,0.868,74.0,3.585,16.617,0.003,3
